Date Last Researched,Country/Area,Project Name,Unit Name,Project Name in Local Language / Script,Other Name(s), Capacity (MW) ,Status,Reactor Type,Model,Start Year,Retirement Year,Planned Retirement,Cancellation Year,Construction Start Date,First Criticality Date,First Grid Connection,Commercial Operation Date,Retirement Date,Owner,Owner Name in Local Language / Script,Operator,Operator Name in Local Language / Script,Reference Net Capacity (MW),Design Net Capacity (MW),Thermal Capacity (MWt),Latitude,Longitude,Location Accuracy,City,"Local Area (taluk, county)","Major Area (prefecture, district)",State/Province,Subregion,Region,GEM location ID,GEM unit ID,Wiki URL
2024-05-20,China,Xin'an nuclear power plant,1-1,辛安核电站,,600,announced,high temperature gas reactor,unknown,,,,,,,,,,China National Nuclear CORP,中国核工业集团有限公司,China Nuclear Power Engineering CO LTD,中国核电工程有限公司,,,,36.6602,120.9928,approximate,Xin'an,Haiyang City,Yantai,Shandong,Eastern Asia,Asia,L100000500363,G100000501001,https://www.gem.wiki/Xin'an_nuclear_power_plant
2024-05-20,China,Xin'an nuclear power plant,1-2,辛安核电站,,600,announced,high temperature gas reactor,unknown,,,,,,,,,,China National Nuclear CORP,中国核工业集团有限公司,China Nuclear Power Engineering CO LTD,中国核电工程有限公司,,,,36.6602,120.9928,approximate,Xin'an,Haiyang City,Yantai,Shandong,Eastern Asia,Asia,L100000500363,G100000501002,https://www.gem.wiki/Xin'an_nuclear_power_plant
2024-05-08,China,Xinyang nuclear power plant,1-1,信阳核电站,,1000,cancelled - inferred 4 y,unknown,unknown,,,,2021,,,,,,China General Nuclear Power Group Co Ltd,中国广核集团有限公司,,,,,,32.1604,113.8731,approximate,,Shihe District,Xinyang,Henan,Eastern Asia,Asia,L100000500405,G100000501137,https://www.gem.wiki/Xinyang_nuclear_power_plant
2024-05-08,China,Xinyang nuclear power plant,1-2,信阳核电站,,1000,cancelled - inferred 4 y,unknown,unknown,,,,2021,,,,,,China General Nuclear Power Group Co Ltd,中国广核集团有限公司,,,,,,32.1604,113.8731,approximate,,Shihe District,Xinyang,Henan,Eastern Asia,Asia,L100000500405,G100000501138,https://www.gem.wiki/Xinyang_nuclear_power_plant
2024-05-08,China,Xinyang nuclear power plant,2-3,信阳核电站,,1000,cancelled - inferred 4 y,unknown,unknown,,,,2021,,,,,,China General Nuclear Power Group Co Ltd,中国广核集团有限公司,,,,,,32.1604,113.8731,approximate,,Shihe District,Xinyang,Henan,Eastern Asia,Asia,L100000500405,G100000501139,https://www.gem.wiki/Xinyang_nuclear_power_plant
2024-05-08,China,Xinyang nuclear power plant,2-4,信阳核电站,,1000,cancelled - inferred 4 y,unknown,unknown,,,,2021,,,,,,China General Nuclear Power Group Co Ltd,中国广核集团有限公司,,,,,,32.1604,113.8731,approximate,,Shihe District,Xinyang,Henan,Eastern Asia,Asia,L100000500405,G100000501140,https://www.gem.wiki/Xinyang_nuclear_power_plant
2024-05-08,China,Xishui nuclear power plant,1-1,浠水核电厂,,1250,cancelled - inferred 4 y,pressurized water reactor,AP-1000,,,,2021,,,,,,China General Nuclear Power Group Co Ltd,中国广核集团有限公司,Hubei Nuclear Power CO LTD,湖北核电有限公司,,,,30.43927,115.2666,approximate,Qingquan,Xishui,Huanggang,Hubei,Eastern Asia,Asia,L100000500299,G100000500727,https://www.gem.wiki/Xishui_nuclear_power_plant
2024-05-08,China,Xishui nuclear power plant,1-2,浠水核电厂,,1250,cancelled - inferred 4 y,pressurized water reactor,AP-1000,,,,2021,,,,,,China General Nuclear Power Group Co Ltd,中国广核集团有限公司,Hubei Nuclear Power CO LTD,湖北核电有限公司,,,,30.43927,115.2666,approximate,Qingquan,Xishui,Huanggang,Hubei,Eastern Asia,Asia,L100000500299,G100000500728,https://www.gem.wiki/Xishui_nuclear_power_plant
2024-05-08,China,Xishui nuclear power plant,3,浠水核电厂,,1250,cancelled - inferred 4 y,pressurized water reactor,unknown,,,,2021,,,,,,China General Nuclear Power Group Co Ltd,中国广核集团有限公司,Hubei Nuclear Power CO LTD,湖北核电有限公司,,,,30.43927,115.2666,approximate,Qingquan,Xishui,Huanggang,Hubei,Eastern Asia,Asia,L100000500299,G100000500729,https://www.gem.wiki/Xishui_nuclear_power_plant
2024-05-08,China,Xishui nuclear power plant,4,浠水核电厂,,1250,cancelled - inferred 4 y,pressurized water reactor,unknown,,,,2021,,,,,,China General Nuclear Power Group Co Ltd,中国广核集团有限公司,Hubei Nuclear Power CO LTD,湖北核电有限公司,,,,30.43927,115.2666,approximate,Qingquan,Xishui,Huanggang,Hubei,Eastern Asia,Asia,L100000500299,G100000500730,https://www.gem.wiki/Xishui_nuclear_power_plant
2024-05-08,China,Xuancheng nuclear power plant,1,宣城核电站,,1000,cancelled - inferred 4 y,unknown,unknown,,,,2021,,,,,,China Datang Corp,中国大唐集团有限公司,China Datang,中国大唐集团有限公司,,,,30.9412,118.76101,approximate,,,Xuancheng,Anhui,Eastern Asia,Asia,L100000500325,G100000500845,https://www.gem.wiki/Xuancheng_nuclear_power_plant
2024-05-08,China,Xuancheng nuclear power plant,2,宣城核电站,,1000,cancelled - inferred 4 y,unknown,unknown,,,,2021,,,,,,China Datang Corp,中国大唐集团有限公司,China Datang,中国大唐集团有限公司,,,,30.9412,118.76101,approximate,,,Xuancheng,Anhui,Eastern Asia,Asia,L100000500325,G100000500846,https://www.gem.wiki/Xuancheng_nuclear_power_plant
2024-05-08,China,Xuancheng nuclear power plant,3,宣城核电站,,1000,cancelled - inferred 4 y,unknown,unknown,,,,2021,,,,,,China Datang Corp,中国大唐集团有限公司,China Datang,中国大唐集团有限公司,,,,30.9412,118.76101,approximate,,,Xuancheng,Anhui,Eastern Asia,Asia,L100000500325,G100000500847,https://www.gem.wiki/Xuancheng_nuclear_power_plant
2024-05-08,China,Xuancheng nuclear power plant,4,宣城核电站,,1000,cancelled - inferred 4 y,unknown,unknown,,,,2021,,,,,,China Datang Corp,中国大唐集团有限公司,China Datang,中国大唐集团有限公司,,,,30.9412,118.76101,approximate,,,Xuancheng,Anhui,Eastern Asia,Asia,L100000500325,G100000500848,https://www.gem.wiki/Xuancheng_nuclear_power_plant
2024-05-08,China,Xudapu nuclear power plant,1-1,徐大堡核电站,,1250,construction,pressurized water reactor,AP-1000,2028,,,,2023-11-15,,,2028,,China National Nuclear Power CO LTD,中国核能电力股份有限公司,CNNC Liaoning Nuclear Power CO LTD,中核辽宁核电有限公司,,,,40.352824,120.548637,exact,Xudapu,Xingcheng City,Huludao,Liaoning,Eastern Asia,Asia,L100000500353,G100000500954,https://www.gem.wiki/Xudapu_nuclear_power_plant
2024-05-08,China,Xudapu nuclear power plant,1-2,徐大堡核电站,,1250,pre-construction,pressurized water reactor,AP-1000,2029,,,,,,,2029,,China National Nuclear Power CO LTD,中国核能电力股份有限公司,CNNC Liaoning Nuclear Power CO LTD,中核辽宁核电有限公司,,,,40.352824,120.548637,exact,Xudapu,Xingcheng City,Huludao,Liaoning,Eastern Asia,Asia,L100000500353,G100000500955,https://www.gem.wiki/Xudapu_nuclear_power_plant
2024-05-08,China,Xudapu nuclear power plant,2-3,徐大堡核电站,,1274,construction,pressurized water reactor,VVER-1200/V-491,,,,,2021-05-01,,,,,China National Nuclear Power CO LTD,中国核能电力股份有限公司,CNNC Liaoning Nuclear Power CO LTD,中核辽宁核电有限公司,1200,1200,3200,40.352824,120.548637,exact,Xudapu,Xingcheng City,Huludao,Liaoning,Eastern Asia,Asia,L100000500353,G100000500953,https://www.gem.wiki/Xudapu_nuclear_power_plant
2024-05-08,China,Xudapu nuclear power plant,2-4,徐大堡核电站,,1274,construction,pressurized water reactor,VVER-1200/V-491,,,,,2021-05-01,,,,,China National Nuclear Power CO LTD,中国核能电力股份有限公司,CNNC Liaoning Nuclear Power CO LTD,中核辽宁核电有限公司,1200,1200,3200,40.352824,120.548637,exact,Xudapu,Xingcheng City,Huludao,Liaoning,Eastern Asia,Asia,L100000500353,G100000500952,https://www.gem.wiki/Xudapu_nuclear_power_plant
2024-05-08,China,Xudapu nuclear power plant,3-5,徐大堡核电站,,1250,announced,pressurized water reactor,unknown,,,,,,,,,,China National Nuclear Power CO LTD,中国核能电力股份有限公司,CNNC Liaoning Nuclear Power CO LTD,中核辽宁核电有限公司,,,,40.352824,120.548637,exact,Xudapu,Xingcheng City,Huludao,Liaoning,Eastern Asia,Asia,L100000500353,G100000500956,https://www.gem.wiki/Xudapu_nuclear_power_plant
